Number of Vehicles,Number of Casualties,Accident Date,Time (24hr),Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle,Time (Intervals),Date (Intervals),Age (Intervals)
2,3,7/20/2012,2055,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,50,Car,2000-2359,July ,50 - 59
2,3,7/20/2012,2055,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,25,Car,2000-2359,July ,20 - 29
2,3,7/20/2012,2055,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,21,Car,2000-2359,July ,20 - 29
1,2,7/20/2012,1145,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,76,Car,800-1159,July ,70 - 79
1,2,7/20/2012,1145,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,69,Car,800-1159,July ,60 - 69
1,1,7/20/2012,1540,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,14,M/cycle 50cc and under,1200-1559,July ,10 - 19
2,1,7/20/2012,2045,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,25,Car,2000-2359,July ,20 - 29
2,1,7/20/2012,2033,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,20,Pedal cycle,2000-2359,July ,20 - 29
2,2,7/20/2012,1400,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,Car,1200-1559,July ,20 - 29
2,2,7/20/2012,1400,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,24,Car,1200-1559,July ,20 - 29
2,1,7/20/2012,1430,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,55,Car,1200-1559,July ,50 - 59
1,1,7/21/2012,1137,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,11,Car,800-1159,July ,10 - 19
3,3,7/21/2012,1055,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,71,Car,800-1159,July ,70 - 79
3,3,7/21/2012,1055,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,20,Car,800-1159,July ,20 - 29
3,3,7/21/2012,1055,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20,Car,800-1159,July ,20 - 29
2,1,7/21/2012,1414,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Motorcycle over 50cc and up to 125cc,1200-1559,July ,20 - 29
2,1,7/21/2012,1820,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,32,Car,1600-1959,July ,30 - 39
2,1,7/21/2012,1330,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,33,Pedal cycle,1200-1559,July ,30 - 39
5,1,7/22/2012,40,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,18,Car,0-359,July ,10 - 19
1,1,7/22/2012,1031,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,80,Car,800-1159,July ,80- 89
2,1,7/22/2012,1950,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,77,Car,1600-1959,July ,70 - 79
2,2,7/22/2012,26,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,52,Taxi/Private hire car,0-359,July ,50 - 59
2,2,7/22/2012,26,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,33,Taxi/Private hire car,0-359,July ,30 - 39
2,1,7/22/2012,1600,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,20,Pedal cycle,1600-1959,July ,20 - 29
1,1,7/22/2012,1530,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,8,Goods vehicle 3.5 tonnes mgw and under,1200-1559,July ,0 - 9
1,1,7/23/2012,1030,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23,M/cycle 50cc and under,800-1159,July ,20 - 29
2,2,7/23/2012,1015,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Car,800-1159,July ,40 - 49
2,2,7/23/2012,1015,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,7,Car,800-1159,July ,0 - 9
2,1,7/23/2012,1030,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Pedal cycle,800-1159,July ,20 - 29
1,1,7/23/2012,1243,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,74,Car,1200-1559,July ,70 - 79
2,2,7/23/2012,1048,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,20,Car,800-1159,July ,20 - 29
2,2,7/23/2012,1048,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20,Car,800-1159,July ,20 - 29
2,7,7/23/2012,1640,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,48,Car,1600-1959,July ,40 - 49
2,7,7/23/2012,1640,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Car,1600-1959,July ,30 - 39
2,7,7/23/2012,1640,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Car,1600-1959,July ,10 - 19
2,7,7/23/2012,1640,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,49,Car,1600-1959,July ,40 - 49
2,7,7/23/2012,1640,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,12,Car,1600-1959,July ,10 - 19
2,7,7/23/2012,1640,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,12,Car,1600-1959,July ,10 - 19
2,7,7/23/2012,1640,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,35,Car,1600-1959,July ,30 - 39
2,3,7/23/2012,1355,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Taxi/Private hire car,1200-1559,July ,40 - 49
2,3,7/23/2012,1355,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,48,Taxi/Private hire car,1200-1559,July ,40 - 49
2,3,7/23/2012,1355,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,37,Taxi/Private hire car,1200-1559,July ,30 - 39
2,1,7/23/2012,1835,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,15,Pedal cycle,1600-1959,July ,10 - 19
1,1,7/23/2012,2255,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,32,Motorcycle over 50cc and up to 125cc,2000-2359,July ,30 - 39
1,1,7/23/2012,1305,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,70,Car,1200-1559,July ,70 - 79
1,1,7/23/2012,1645,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,47,Car,1600-1959,July ,40 - 49
2,2,7/24/2012,650,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,34,Car,400-759,July ,30 - 39
2,2,7/24/2012,650,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,19,Car,400-759,July ,10 - 19
2,1,7/24/2012,925,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,47,Pedal cycle,800-1159,July ,40 - 49
3,3,7/24/2012,1203,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,50,Car,1200-1559,July ,50 - 59
3,3,7/24/2012,1203,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,21,Car,1200-1559,July ,20 - 29
3,3,7/24/2012,1203,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,5,Car,1200-1559,July ,0 - 9
2,1,7/24/2012,1711,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,9,Pedal cycle,1600-1959,July ,0 - 9
2,1,7/24/2012,1640,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Car,1600-1959,July ,10 - 19
2,1,7/24/2012,1305,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,31,Car,1200-1559,July ,30 - 39
2,1,7/24/2012,1720,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,26,Pedal cycle,1600-1959,July ,20 - 29
2,1,7/25/2012,935,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,51,Pedal cycle,800-1159,July ,50 - 59
2,1,7/25/2012,1635,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43,Pedal cycle,1600-1959,July ,40 - 49
1,1,7/25/2012,2000,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,23,Car,2000-2359,July ,20 - 29
2,1,7/25/2012,1830,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,34,Pedal cycle,1600-1959,July ,30 - 39
1,1,7/26/2012,750,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,21,Car,400-759,July ,20 - 29
1,1,7/26/2012,1100,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,84,Bus or coach (17 or more passenger seats),800-1159,July ,80- 89
2,1,7/26/2012,1742,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,26,Pedal cycle,1600-1959,July ,20 - 29
2,2,7/26/2012,2250,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,21,Motorcycle over 500cc,2000-2359,July ,20 - 29
2,2,7/26/2012,2250,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,20,Motorcycle over 500cc,2000-2359,July ,20 - 29
1,1,7/26/2012,1630,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,8,M/cycle 50cc and under,1600-1959,July ,0 - 9
2,3,7/26/2012,1538,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,58,Car,1200-1559,July ,50 - 59
2,3,7/26/2012,1538,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,32,Car,1200-1559,July ,30 - 39
2,3,7/26/2012,1538,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Car,1200-1559,July ,40 - 49
1,3,7/27/2012,30,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,19,Taxi/Private hire car,0-359,July ,10 - 19
1,3,7/27/2012,30,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,20,Taxi/Private hire car,0-359,July ,20 - 29
1,3,7/27/2012,30,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,18,Taxi/Private hire car,0-359,July ,10 - 19
2,2,7/27/2012,845,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31,Motorcycle over 500cc,800-1159,July ,30 - 39
2,2,7/27/2012,845,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Car,800-1159,July ,20 - 29
2,2,7/27/2012,1155,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Motorcycle over 50cc and up to 125cc,800-1159,July ,20 - 29
2,2,7/27/2012,1155,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,61,Motorcycle over 50cc and up to 125cc,800-1159,July ,60 - 69
2,2,7/27/2012,1525,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,26,Car,1200-1559,July ,20 - 29
2,2,7/27/2012,1525,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,6,Car,1200-1559,July ,0 - 9
2,1,7/27/2012,1621,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,Motorcycle over 500cc,1600-1959,July ,40 - 49
2,1,7/27/2012,2130,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,30,Motorcycle over 500cc,2000-2359,July ,30 - 39
1,1,7/27/2012,1940,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Female,9,Car,1600-1959,July ,0 - 9
2,1,7/28/2012,625,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,34,Car,400-759,July ,30 - 39
2,2,7/28/2012,1500,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car,1200-1559,July ,20 - 29
2,2,7/28/2012,1500,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,27,Car,1200-1559,July ,20 - 29
2,2,7/28/2012,1930,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,25,Car,1600-1959,July ,20 - 29
2,2,7/28/2012,1930,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,20,Car,1600-1959,July ,20 - 29
1,1,7/28/2012,340,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,20,Car,0-359,July ,20 - 29
2,1,7/28/2012,1330,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,10,Car,1200-1559,July ,10 - 19
1,1,7/28/2012,1545,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44,Motorcycle over 500cc,1200-1559,July ,40 - 49
4,1,7/29/2012,130,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,24,Car,0-359,July ,20 - 29
2,1,7/29/2012,1150,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,8,Pedal cycle,800-1159,July ,0 - 9
1,1,7/29/2012,2010,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,62,Bus or coach (17 or more passenger seats),2000-2359,July ,60 - 69
2,1,7/30/2012,800,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Pedal cycle,800-1159,July ,20 - 29
2,1,7/30/2012,1121,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,14,Ridden horse,800-1159,July ,10 - 19
1,1,7/30/2012,1050,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,79,Goods vehicle 7.5 tonnes mgw and over,800-1159,July ,70 - 79
1,1,7/30/2012,1430,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,19,Car,1200-1559,July ,10 - 19
1,1,7/30/2012,2035,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,43,Motorcycle over 500cc,2000-2359,July ,40 - 49
1,1,7/31/2012,640,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver,Slight,Male,39,Car,400-759,July ,30 - 39
1,2,7/31/2012,1720,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,25,Car,1600-1959,July ,20 - 29
1,2,7/31/2012,1720,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,51,Car,1600-1959,July ,50 - 59
2,2,7/31/2012,1736,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,37,Goods vehicle 3.5 tonnes mgw and under,1600-1959,July ,30 - 39
2,2,7/31/2012,1736,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,3,Car,1600-1959,July ,0 - 9
2,1,8/1/2012,23,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,46,Car,0-359,August ,40 - 49
2,2,8/1/2012,1428,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,M/cycle 50cc and under,1200-1559,August ,20 - 29
2,2,8/1/2012,1428,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,30,Car,1200-1559,August ,30 - 39
2,2,8/1/2012,1425,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,Car,1200-1559,August ,20 - 29
2,2,8/1/2012,1425,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,35,Car,1200-1559,August ,30 - 39
3,2,8/1/2012,1711,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,44,Goods vehicle 3.5 tonnes mgw and under,1600-1959,August ,40 - 49
3,2,8/1/2012,1711,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,48,Goods vehicle 3.5 tonnes mgw and under,1600-1959,August ,40 - 49
2,1,8/1/2012,815,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Motorcycle over 500cc,800-1159,August ,20 - 29
2,1,8/2/2012,555,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,30,Car,400-759,August ,30 - 39
2,1,8/2/2012,749,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,52,Pedal cycle,400-759,August ,50 - 59
2,1,8/2/2012,1050,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,Car,800-1159,August ,20 - 29
2,1,8/2/2012,1315,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,65,Other Vehicle,1200-1559,August ,60 - 69
2,1,8/2/2012,1404,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Other Vehicle,1200-1559,August ,20 - 29
2,1,8/2/2012,900,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Pedal cycle,800-1159,August ,30 - 39
4,5,8/2/2012,1625,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,26,Car,1600-1959,August ,20 - 29
4,5,8/2/2012,1625,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,76,Car,1600-1959,August ,70 - 79
4,5,8/2/2012,1625,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,38,Car,1600-1959,August ,30 - 39
4,5,8/2/2012,1625,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,8,Car,1600-1959,August ,0 - 9
4,5,8/2/2012,1625,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,5,Car,1600-1959,August ,0 - 9
2,1,8/2/2012,1800,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,41,Pedal cycle,1600-1959,August ,40 - 49
2,3,8/3/2012,1020,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Car,800-1159,August ,40 - 49
2,3,8/3/2012,1020,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,38,Car,800-1159,August ,30 - 39
2,3,8/3/2012,1020,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,31,Car,800-1159,August ,30 - 39
2,2,8/3/2012,1905,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,26,Car,1600-1959,August ,20 - 29
2,2,8/3/2012,1905,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,26,Motorcycle over 500cc,1600-1959,August ,20 - 29
2,1,8/3/2012,2130,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,25,Pedal cycle,2000-2359,August ,20 - 29
